AMT_CREDIT_MAX_OVERDUE,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CNT_CREDIT_PROLONG,CREDIT_ACTIVE,CREDIT_CURRENCY,CREDIT_DAY_OVERDUE,CUST_ID,DAYS_CREDIT,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,SK_BUREAU_ID,SK_ID_CURR
0,387,3350,1898,0,0,1,USD,0,46558,149,67,0,31678,31678
9067,70,1483,786,0,0,1,USD,0,46562,134,120,0,31679,31679
0,446,3689,2197,0,0,1,USD,0,46563,15,119,0,31680,31680
0,613,3791,2311,0,64,1,USD,0,46565,107,209,0,31681,31681
0,83,5817,2378,0,0,1,USD,0,46566,191,67,0,31682,31682
0,427,5463,2991,0,0,1,USD,0,46567,23,104,60,31683,31683
0,857,8563,1919,0,0,1,USD,0,46571,123,10,0,31684,31684
5240,321,3237,2790,0,0,1,USD,0,46572,95,298,0,31685,31685
0,736,2638,2367,0,0,1,USD,0,46573,28,242,0,31686,31686
0,897,6344,2371,0,0,1,USD,0,46576,19,183,20,31687,31687
0,813,8115,1351,0,0,1,USD,0,46578,72,178,85,31688,31688
0,844,2,2846,0,0,1,USD,0,46582,48,112,0,31689,31689
0,348,3236,388,0,0,1,USD,0,46583,91,158,0,31690,31690
0,711,371,2176,0,0,1,USD,0,46587,155,46,100,31691,31691
0,655,5300,917,0,0,1,USD,0,46588,5,124,200,31692,31692
0,232,3960,1888,0,0,1,USD,0,46590,271,117,0,31693,31693
0,416,8888,2426,0,0,1,USD,0,46591,18,330,0,31694,31694
0,227,6556,1008,0,65,1,USD,0,46594,4,133,45,31695,31695
0,312,8004,1200,0,0,1,USD,0,46595,20,232,0,31696,31696
0,136,9487,953,0,0,1,USD,0,46599,94,246,10,31697,31697
0,547,592,235,0,0,1,USD,0,46602,62,126,0,31698,31698
0,537,4738,440,255,0,0,USD,54,46604,76,129,0,31699,31699
0,554,2748,2305,0,0,0,USD,0,46605,219,71,0,31700,31700
0,328,4604,829,0,0,1,USD,0,46606,130,63,165,31701,31701
0,54,5616,2081,0,0,1,USD,0,46608,10,245,235,31702,31702
0,549,8153,1945,0,0,1,USD,0,46610,9,191,0,31703,31703
0,225,1864,1006,0,0,1,USD,0,46612,345,54,190,31704,31704
0,267,1389,494,0,0,1,USD,0,46613,113,87,0,31705,31705
0,81,4538,1002,0,0,1,USD,0,46615,527,183,0,31706,31706
0,204,3858,25,0,0,0,USD,0,46619,22,264,0,31707,31707
0,686,4213,2852,0,0,1,USD,0,46620,5,138,0,31708,31708
0,558,9329,1135,0,0,0,USD,0,46621,29,357,0,31709,31709
0,994,3181,2070,0,0,1,USD,0,46627,77,417,0,31710,31710
0,88,1168,1561,0,0,0,USD,0,46628,347,54,230,31711,31711
0,651,9062,1588,0,0,1,USD,0,46629,113,38,0,31712,31712
0,851,7736,1249,0,0,1,USD,0,46630,95,282,0,31713,31713
0,131,1325,2165,0,0,1,USD,0,46631,115,81,0,31714,31714
0,390,5841,2178,0,0,1,USD,0,46633,183,58,0,31715,31715
0,238,1388,1917,0,0,1,USD,0,46636,60,122,0,31716,31716
0,355,642,781,0,0,0,USD,0,46637,38,229,0,31717,31717
0,288,7338,1523,0,0,1,USD,0,46642,210,69,0,31718,31718
0,17,34,1300,0,0,1,USD,0,46643,114,81,0,31719,31719
0,632,7423,77,15,0,1,USD,43,46644,42,101,0,31720,31720
0,587,3616,1575,0,0,1,USD,0,46646,3,249,0,31721,31721
0,334,6613,81,0,0,1,USD,0,46647,43,111,0,31722,31722
0,560,4600,1445,0,0,1,USD,0,46648,27,282,0,31723,31723
0,285,1068,1072,0,0,1,USD,0,46649,69,116,0,31724,31724
0,88,4279,1998,0,0,1,USD,0,46650,57,186,0,31725,31725
0,935,621,1689,0,0,1,USD,0,46652,83,177,0,31726,31726
0,816,6708,1846,0,0,0,USD,0,46653,233,84,0,31727,31727
0,607,4893,2472,0,0,1,USD,0,46654,146,123,0,31728,31728
0,952,7312,2115,0,0,1,USD,0,46659,119,61,75,31729,31729
8696,565,6196,2963,0,0,0,USD,0,46661,537,93,0,31730,31730
0,667,398,627,0,0,1,USD,0,46663,130,19,0,31731,31731
0,279,7441,446,0,0,1,USD,0,46664,68,254,0,31732,31732
0,779,6459,426,0,0,1,USD,0,46666,4,222,0,31733,31733
0,86,4384,277,0,0,1,USD,0,46667,146,12,175,31734,31734
0,563,5582,1892,0,0,0,USD,0,46669,225,32,0,31735,31735
0,551,4193,1104,0,0,0,USD,0,46670,9,322,0,31736,31736
0,572,2319,1037,0,0,1,USD,0,46673,11,134,0,31737,31737
0,290,9411,74,0,0,1,USD,0,46681,139,3,285,31738,31738
0,325,4390,1997,0,0,1,USD,0,46682,26,198,175,31739,31739
0,88,3045,617,0,0,1,USD,0,46683,11,131,0,31740,31740
0,331,1428,2090,0,0,1,USD,0,46684,87,322,0,31741,31741
0,302,3813,207,0,0,1,USD,0,46687,7,114,290,31742,31742
0,420,9103,1883,0,0,1,USD,0,46689,77,105,0,31743,31743
0,790,2027,2189,0,0,1,USD,0,46690,141,100,0,31744,31744
0,487,9943,79,0,0,1,USD,0,46694,57,171,0,31745,31745
0,920,6530,2037,0,0,1,USD,0,46695,34,107,0,31746,31746
0,11,2080,1216,0,0,0,USD,0,46696,168,33,0,31747,31747
6833,890,33,2455,0,0,1,USD,0,46698,69,147,0,31748,31748
0,427,1675,2105,0,0,1,USD,0,46700,10,119,0,31749,31749
0,438,9743,879,0,0,1,USD,0,46701,165,244,0,31750,31750
0,61,1556,2308,0,0,1,USD,0,46704,35,152,220,31751,31751
0,71,3018,409,53,0,1,USD,70,46705,107,25,0,31752,31752
0,405,4856,1296,0,0,1,USD,0,46708,109,154,0,31753,31753
0,483,5749,1331,0,0,0,USD,0,46709,13,245,0,31754,31754
0,687,7315,91,0,0,1,USD,0,46711,32,109,0,31755,31755
0,751,672,2027,0,0,1,USD,0,46717,48,123,0,31756,31756
0,311,5438,2277,0,0,0,USD,0,46720,69,120,0,31757,31757
0,903,7336,902,0,0,1,USD,0,46723,213,74,-5,31758,31758
0,923,645,208,0,0,1,USD,0,46725,212,3,130,31759,31759
5605,874,1313,1463,0,0,1,USD,0,46726,195,6,0,31760,31760
0,536,3391,103,0,0,1,USD,0,46728,505,30,0,31761,31761
0,257,510,2802,0,0,1,USD,0,46729,154,34,5,31762,31762
0,722,178,2841,0,0,1,USD,0,46731,17,118,0,31763,31763
0,986,9659,1564,0,0,1,USD,0,46732,90,154,0,31764,31764
1441,780,9985,793,0,0,1,USD,0,46733,250,58,0,31765,31765
0,470,1469,2034,0,0,1,USD,0,46736,34,208,0,31766,31766
0,776,5325,551,0,0,1,USD,0,46737,151,167,0,31767,31767
0,81,2441,2551,0,0,1,USD,0,46738,35,147,0,31768,31768
0,382,2958,1335,0,0,0,USD,0,46739,18,110,0,31769,31769
0,743,9854,2910,0,0,1,USD,0,46740,83,139,0,31770,31770
0,108,13,2540,0,0,1,USD,0,46741,7,193,0,31771,31771
0,669,9816,1049,0,0,1,USD,0,46743,125,214,0,31772,31772
0,414,3816,1993,0,0,1,USD,0,46747,11,132,0,31773,31773
0,955,8361,2295,0,36,1,USD,0,46751,5,128,0,31774,31774
0,895,811,66,0,0,1,USD,0,46752,61,277,0,31775,31775
0,769,8474,1942,0,0,1,USD,0,46757,50,153,0,31776,31776
0,536,8601,950,0,0,1,USD,0,46758,9,123,0,31777,31777
0,330,4321,2601,0,0,1,USD,0,46759,102,31,90,31778,31778
0,695,3193,2040,0,94,1,USD,0,46760,129,43,80,31779,31779
0,184,6539,1502,0,0,1,USD,0,46765,44,197,0,31780,31780
0,767,1713,1618,0,0,1,USD,0,46767,37,176,0,31781,31781
0,977,8244,1598,0,0,0,USD,0,46770,44,166,0,31782,31782
0,294,3845,2562,0,0,1,USD,0,46771,68,321,0,31783,31783
1606,86,1476,144,0,0,1,USD,0,46772,10,189,0,31784,31784
0,605,1802,826,0,0,1,USD,0,46773,72,113,0,31785,31785
0,932,4220,2461,0,0,1,USD,0,46774,196,152,0,31786,31786
0,948,6890,1796,0,0,1,USD,0,46780,94,126,0,31787,31787
0,91,9384,272,0,0,0,USD,0,46791,157,33,0,31788,31788
0,317,4003,1204,0,0,1,USD,0,46800,11,275,0,31789,31789
0,33,9128,2769,0,0,0,USD,0,46801,58,113,0,31790,31790
0,949,7739,181,0,0,1,USD,0,46802,13,273,0,31791,31791
0,65,9138,1766,0,0,1,USD,0,46804,33,226,0,31792,31792
0,664,531,2205,0,0,1,USD,0,46807,159,59,0,31793,31793
0,599,4445,2703,0,0,1,USD,0,46812,235,36,0,31794,31794
0,238,5840,2002,0,0,1,USD,0,46813,163,33,0,31795,31795
0,323,809,2162,0,0,1,USD,0,46814,26,126,0,31796,31796
0,749,2661,2372,0,0,1,USD,0,46815,114,159,0,31797,31797
0,987,3315,144,0,0,1,USD,0,46817,44,255,0,31798,31798
0,160,243,478,17,0,1,USD,74,46818,170,3,0,31799,31799
0,163,3506,1056,0,0,0,USD,0,46821,1,145,0,31800,31800
0,892,5865,2408,0,0,0,USD,0,46823,13,110,0,31801,31801
0,640,9649,1035,0,0,1,USD,0,46824,126,12,0,31802,31802
0,415,6718,2702,0,0,1,USD,0,46825,68,264,0,31803,31803
0,950,7584,2484,0,0,1,USD,0,46828,42,199,0,31804,31804
0,333,4045,2160,11,0,1,USD,92,46832,61,167,0,31805,31805
0,231,1638,1320,0,0,0,USD,0,46835,12,106,0,31806,31806
0,247,7959,2606,0,0,1,USD,0,46836,179,1,0,31807,31807
0,320,6682,2974,0,0,1,USD,0,46840,96,258,0,31808,31808
0,44,8101,1566,0,0,0,USD,0,46843,200,181,115,31809,31809
0,821,975,1167,0,0,1,USD,0,46845,85,117,0,31810,31810
0,518,3093,2221,0,0,1,USD,0,46848,62,226,-90,31811,31811
0,634,3558,2873,0,0,1,USD,0,46851,26,161,0,31812,31812
0,167,4476,1701,0,0,1,USD,0,46852,157,99,0,31813,31813
0,47,4590,2380,80,0,1,USD,89,46856,58,122,0,31814,31814
0,4,7835,1067,0,0,1,USD,0,46858,25,161,0,31815,31815
0,720,4620,2677,0,0,0,USD,0,46859,56,106,0,31816,31816
0,554,229,1316,0,0,1,USD,0,46860,44,114,0,31817,31817
0,565,4817,987,0,0,1,USD,0,46866,176,33,0,31818,31818
0,778,3741,989,0,0,1,USD,0,46868,116,6,0,31819,31819
0,466,9774,597,0,0,1,USD,0,46871,192,8,15,31820,31820
0,650,8255,1322,0,0,1,USD,0,46872,106,47,0,31821,31821
0,900,7837,2952,0,0,1,USD,0,46873,99,170,0,31822,31822
0,82,5440,1435,0,0,1,USD,0,46875,189,115,0,31823,31823
0,366,4251,842,0,0,0,USD,0,46876,23,103,0,31824,31824
8004,857,5446,1363,0,0,1,USD,0,46878,54,241,0,31825,31825
0,456,2190,2516,0,0,1,USD,0,46879,11,150,145,31826,31826
0,863,5341,1890,0,63,1,USD,0,46880,204,149,0,31827,31827
682,3,6683,1378,0,0,1,USD,0,46881,1,152,0,31828,31828
0,305,7228,517,8,0,1,USD,63,46884,172,38,110,31829,31829
0,146,8580,269,0,0,0,USD,0,46885,28,129,0,31830,31830
0,183,708,103,0,0,1,USD,0,46887,5,124,20,31831,31831
0,312,7197,2517,0,0,1,USD,0,46888,4,100,0,31832,31832
0,706,9524,1022,0,0,1,USD,0,46889,2,111,0,31833,31833
0,14,119,448,0,50,0,USD,0,46890,18,223,0,31834,31834
0,12,8236,683,0,0,1,USD,0,46891,34,101,0,31835,31835
4179,579,4985,1779,0,0,1,USD,0,46894,27,156,0,31836,31836
0,676,5871,1097,0,92,1,USD,0,46897,16,155,0,31837,31837
0,535,4707,1021,0,0,0,USD,0,46900,76,111,0,31838,31838
0,497,363,1094,0,0,1,USD,0,46904,19,128,0,31839,31839
0,977,469,1766,0,0,1,USD,0,46906,184,66,55,31840,31840
0,186,8554,53,0,0,1,USD,0,46907,20,152,0,31841,31841
0,249,6954,327,0,0,0,USD,0,46908,32,277,0,31842,31842
0,594,469,2992,0,0,1,USD,0,46909,112,314,0,31843,31843
0,295,5412,2868,11,0,1,USD,42,46910,253,6,0,31844,31844
0,163,6045,213,0,0,1,USD,0,46915,90,112,0,31845,31845
0,857,3095,364,0,0,1,USD,0,46916,20,126,0,31846,31846
0,232,3737,1080,0,0,1,USD,0,46919,49,146,0,31847,31847
0,497,5512,1310,0,0,0,USD,0,46922,84,120,0,31848,31848
0,402,8459,2886,0,50,1,USD,0,46923,172,154,0,31849,31849
0,407,4606,2573,0,0,1,USD,0,46926,2,118,55,31850,31850
0,805,6104,2936,0,47,1,USD,0,46927,46,212,0,31851,31851
0,646,5259,1138,0,0,1,USD,0,46928,5,204,0,31852,31852
0,208,1541,1572,0,0,1,USD,0,46929,27,157,0,31853,31853
0,119,1920,1061,0,0,1,USD,0,46933,137,97,0,31854,31854
0,749,8140,1927,0,0,1,USD,0,46934,270,30,70,31855,31855
0,161,7156,545,0,0,1,USD,0,46936,0,113,0,31856,31856
0,420,6436,916,0,0,1,USD,0,46938,281,45,0,31857,31857
0,990,660,881,0,0,1,USD,0,46943,83,184,0,31858,31858
0,801,333,2489,0,0,1,USD,0,46945,102,32,0,31859,31859
0,438,2973,2043,0,0,1,USD,0,46949,19,106,0,31860,31860
0,172,5206,655,0,0,1,USD,0,46950,530,7,15,31861,31861
0,900,1955,1238,0,0,1,USD,0,46951,3,201,0,31862,31862
0,630,4178,1542,0,0,1,USD,0,46953,57,109,0,31863,31863
0,100,8524,2314,0,0,1,USD,0,46954,29,293,0,31864,31864
0,562,243,2765,0,0,1,USD,0,46957,21,353,0,31865,31865
0,134,5180,1916,0,0,1,USD,0,46958,135,131,0,31866,31866
0,677,9421,1669,0,0,1,USD,0,46962,8,137,0,31867,31867
4443,216,6539,2574,0,0,0,USD,0,46964,58,187,0,31868,31868
0,556,9161,2709,0,0,1,USD,0,46965,22,117,350,31869,31869
0,520,4341,610,0,0,1,USD,0,46967,239,41,0,31870,31870
0,107,5493,893,0,0,0,USD,0,46968,90,254,0,31871,31871
0,254,8406,1515,0,0,0,USD,0,46970,225,273,175,31872,31872
0,467,6884,2849,0,0,1,USD,0,46971,87,272,0,31873,31873
0,646,2798,1672,0,0,1,USD,0,46972,107,48,25,31874,31874
0,579,657,2604,0,0,1,USD,0,46974,168,8,0,31875,31875
0,467,8527,376,0,0,1,USD,0,46975,10,114,70,31876,31876
0,145,1679,1971,20,0,1,USD,86,46977,132,97,-5,31877,31877
0,845,3290,369,0,0,1,USD,0,46978,146,244,0,31878,31878
0,383,7591,1794,0,0,1,USD,0,46979,299,9,0,31879,31879
0,499,5115,1964,0,0,1,USD,0,46980,88,228,0,31880,31880
0,523,5104,2967,0,0,1,USD,0,46983,63,103,0,31881,31881
8885,743,1003,1346,0,0,1,USD,0,46984,35,116,120,31882,31882
0,480,4752,708,0,0,0,USD,0,46985,45,123,0,31883,31883
0,53,6206,2143,0,0,1,USD,0,46986,130,27,0,31884,31884
7275,174,5021,502,0,0,1,USD,0,46987,29,146,0,31885,31885
0,294,703,149,0,0,1,USD,0,46989,172,73,0,31886,31886
0,86,5096,2701,0,0,1,USD,0,46991,143,47,0,31887,31887
0,27,9809,2246,0,0,1,USD,0,46992,6,218,0,31888,31888
0,895,3410,1149,0,0,1,USD,0,46995,51,103,0,31889,31889
0,621,1914,2213,0,0,1,USD,0,46996,79,113,0,31890,31890
0,980,5242,266,0,0,1,USD,0,46998,96,119,0,31891,31891
0,784,5571,2524,0,0,0,USD,0,46999,9,121,0,31892,31892
0,437,449,1282,0,0,0,USD,0,47001,100,32,0,31893,31893
0,374,4606,277,166,0,1,USD,47,47003,241,156,0,31894,31894
0,83,5862,1085,0,0,0,USD,0,47006,39,146,80,31895,31895
0,191,7517,134,0,0,1,USD,0,47007,39,207,0,31896,31896
0,880,7566,63,0,0,0,USD,0,47008,6,144,0,31897,31897
0,928,3627,2146,0,0,1,USD,0,47009,59,158,0,31898,31898
0,874,8543,1442,0,0,1,USD,0,47011,113,314,0,31899,31899
0,684,3179,1122,0,0,1,USD,0,47012,17,153,0,31900,31900
0,734,3388,1515,0,0,1,USD,0,47014,41,183,200,31901,31901
0,909,3821,1472,0,0,1,USD,0,47019,365,35,0,31902,31902
0,205,4901,1905,0,0,1,USD,0,47025,10,238,40,31903,31903
0,468,7967,2967,0,0,1,USD,0,47026,84,173,0,31904,31904
0,240,6921,310,0,0,1,USD,0,47028,38,180,0,31905,31905
0,248,3902,198,0,0,1,USD,0,47029,42,194,0,31906,31906
0,313,5574,2144,0,69,0,USD,0,47035,71,121,0,31907,31907
0,141,2016,2265,0,0,1,USD,0,47037,54,182,0,31908,31908
0,247,3591,2677,0,0,0,USD,0,47039,83,180,130,31909,31909
0,434,8673,2215,0,0,1,USD,0,47041,59,108,0,31910,31910
0,438,5243,2078,79,0,1,USD,38,47042,37,254,0,31911,31911
0,911,1450,104,0,0,1,USD,0,47046,20,164,0,31912,31912
0,203,1091,2052,67,0,1,USD,74,47049,65,122,0,31913,31913
0,437,5606,1892,0,0,1,USD,0,47056,28,139,0,31914,31914
0,24,5777,2271,0,0,1,USD,0,47057,189,87,0,31915,31915
0,710,2362,2060,6,0,1,USD,30,47058,138,40,0,31916,31916
0,988,9634,774,0,0,1,USD,0,47059,17,260,0,31917,31917
0,650,9980,396,0,0,1,USD,0,47062,49,115,110,31918,31918
0,1,4886,1150,0,0,1,USD,0,47066,143,120,420,31919,31919
0,845,8755,860,0,0,0,USD,0,47068,3,125,0,31920,31920
0,547,6145,496,0,0,1,USD,0,47071,32,121,0,31921,31921
0,677,5876,611,0,0,1,USD,0,47073,170,6,0,31922,31922
0,554,95,721,0,0,1,USD,0,47074,97,429,0,31923,31923
0,246,4684,59,0,0,1,USD,0,47075,57,220,0,31924,31924
0,308,121,414,0,0,1,USD,0,47077,7,124,140,31925,31925
0,387,5817,2483,0,0,1,USD,0,47080,40,134,0,31926,31926
0,779,3977,1795,0,0,1,USD,0,47084,105,19,0,31927,31927
0,293,117,105,0,0,1,USD,0,47085,181,49,-115,31928,31928
0,233,291,1463,0,0,1,USD,0,47086,106,20,0,31929,31929
0,528,6776,762,0,0,1,USD,0,47087,81,108,160,31930,31930
0,877,9942,335,0,0,1,USD,0,47090,194,121,0,31931,31931
0,961,7987,370,0,0,1,USD,0,47091,258,295,80,31932,31932
0,5,4600,1370,0,0,1,USD,0,47092,10,140,0,31933,31933
0,210,9722,220,0,0,1,USD,0,47093,30,217,0,31934,31934
0,99,2143,1992,0,0,1,USD,0,47095,89,150,120,31935,31935
0,429,7568,2737,0,0,0,USD,0,47097,22,197,0,31936,31936
0,886,7318,1082,0,0,1,USD,0,47099,420,48,0,31937,31937
0,671,2043,1066,0,0,1,USD,0,47100,101,4,0,31938,31938
0,877,5082,2996,0,0,1,USD,0,47101,75,166,0,31939,31939
0,409,2523,2672,0,0,1,USD,0,47108,141,79,0,31940,31940
4858,898,7510,660,0,0,0,USD,0,47109,92,126,0,31941,31941
0,154,4504,1527,0,0,1,USD,0,47111,48,135,-15,31942,31942
0,897,8587,748,57,0,1,USD,81,47112,104,52,0,31943,31943
0,575,1623,149,0,0,1,USD,0,47116,401,190,0,31944,31944
8608,621,4818,2338,0,0,1,USD,0,47117,97,100,0,31945,31945
0,279,6687,2577,0,0,1,USD,0,47119,8,325,0,31946,31946
0,637,1997,1104,0,0,1,USD,0,47123,38,534,0,31947,31947
0,540,7147,2812,0,0,1,USD,0,47124,36,177,0,31948,31948
0,189,3163,1291,0,0,1,USD,0,47125,295,4,0,31949,31949
0,803,3101,263,0,0,1,USD,0,47127,171,33,10,31950,31950
0,503,224,2848,0,0,1,USD,0,47128,167,57,175,31951,31951
0,87,3528,2985,0,0,0,USD,0,47130,169,223,0,31952,31952
0,51,5788,123,0,0,1,USD,0,47132,120,55,0,31953,31953
0,896,4031,1193,0,0,1,USD,0,47133,122,12,0,31954,31954
0,60,9591,410,0,0,1,USD,0,47138,248,34,450,31955,31955
0,720,1667,2470,0,94,1,USD,0,47140,56,106,0,31956,31956
0,593,802,2202,0,0,1,USD,0,47143,64,152,0,31957,31957
0,810,3607,2313,0,0,0,USD,0,47145,486,21,0,31958,31958
0,63,5183,1466,0,0,1,USD,0,47148,225,30,0,31959,31959
7692,214,9561,89,0,0,1,USD,0,47150,11,156,0,31960,31960
0,785,2207,1507,0,0,1,USD,0,47151,1,195,0,31961,31961
0,234,9967,2141,0,0,1,USD,0,47152,240,12,0,31962,31962
7745,563,323,2095,0,0,1,USD,0,47153,71,101,0,31963,31963
0,255,4679,165,0,0,1,USD,0,47155,25,219,0,31964,31964
0,727,5223,406,0,86,1,USD,0,47156,19,351,125,31965,31965
0,720,2349,1582,0,0,1,USD,0,47157,338,118,0,31966,31966
0,599,2956,1878,0,0,1,USD,0,47159,227,57,0,31967,31967
0,75,8822,1784,0,0,0,USD,0,47162,12,157,145,31968,31968
0,233,3600,2055,0,0,1,USD,0,47165,14,134,0,31969,31969
0,176,1224,2807,22,0,1,USD,73,47167,38,134,0,31970,31970
0,360,9838,129,0,0,1,USD,0,47170,61,158,0,31971,31971
0,354,8596,2871,0,0,1,USD,0,47171,76,140,0,31972,31972
5380,526,3654,1821,0,0,1,USD,0,47172,13,120,0,31973,31973
0,167,2308,2628,0,0,1,USD,0,47173,59,305,0,31974,31974
0,984,9387,2018,0,0,1,USD,0,47176,262,28,0,31975,31975
0,205,3100,641,0,0,1,USD,0,47180,100,2,0,31976,31976
0,147,1846,1855,0,0,1,USD,0,47181,96,125,0,31977,31977
0,802,4717,6,0,0,1,USD,0,47182,25,193,0,31978,31978
0,551,4576,1778,0,0,1,USD,0,47183,113,5,75,31979,31979
0,349,9243,780,0,0,1,USD,0,47184,9,106,0,31980,31980
0,104,2939,409,0,0,1,USD,0,47185,288,170,0,31981,31981
0,26,3676,2452,0,0,1,USD,0,47186,548,1,245,31982,31982
0,502,3259,2012,0,0,1,USD,0,47188,9,103,0,31983,31983
0,522,1881,70,0,0,1,USD,0,47189,31,126,0,31984,31984
0,345,9735,2207,0,0,1,USD,0,47190,12,104,0,31985,31985
0,478,1251,1585,0,0,1,USD,0,47191,161,12,0,31986,31986
0,728,6395,2690,0,0,1,USD,0,47193,188,213,0,31987,31987
0,585,418,2883,0,0,1,USD,0,47194,24,280,0,31988,31988
0,72,5256,2773,0,0,1,USD,0,47195,464,12,0,31989,31989
1924,938,3608,1944,0,0,1,USD,0,47196,23,179,0,31990,31990
0,570,4355,405,0,0,1,USD,0,47197,139,62,0,31991,31991
0,722,9685,2114,0,58,1,USD,0,47198,112,1,0,31992,31992
0,543,6255,1898,60,0,1,USD,86,47201,33,164,0,31993,31993
0,985,2969,661,0,0,1,USD,0,47204,114,35,0,31994,31994
0,730,2794,2433,0,0,1,USD,0,47205,20,130,0,31995,31995
0,355,8861,538,0,0,1,USD,0,47207,27,118,0,31996,31996
0,342,921,1429,0,0,1,USD,0,47209,21,204,0,31997,31997
0,84,9110,398,58,0,1,USD,79,47211,67,118,0,31998,31998
0,14,6068,1611,0,0,0,USD,0,47215,31,113,0,31999,31999
0,125,2717,1622,0,0,1,USD,0,47216,47,116,0,32000,32000
0,347,7157,1169,0,0,1,USD,0,47220,405,37,0,32001,32001
2674,654,710,620,0,0,1,USD,0,47221,5,130,0,32002,32002
0,770,9228,2253,0,0,1,USD,0,47227,307,73,0,32003,32003
0,504,8696,1690,0,0,1,USD,0,47228,15,126,240,32004,32004
0,236,3283,192,0,0,1,USD,0,47229,85,123,0,32005,32005
0,102,9001,1959,0,0,0,USD,0,47230,273,37,180,32006,32006
0,685,3075,2963,0,0,1,USD,0,47233,602,1,115,32007,32007
0,672,610,2143,0,0,0,USD,0,47235,134,91,0,32008,32008
0,722,5537,235,0,0,1,USD,0,47236,41,191,15,32009,32009
0,192,9918,2612,0,0,0,USD,0,47241,35,133,0,32010,32010
0,551,6580,178,0,0,1,USD,0,47244,13,104,0,32011,32011
0,89,3716,1889,0,0,1,USD,0,47245,18,117,185,32012,32012
0,608,685,203,0,0,1,USD,0,47246,67,111,0,32013,32013
0,252,8876,985,0,0,1,USD,0,47247,71,234,0,32014,32014
0,625,9802,249,0,0,1,USD,0,47249,560,21,0,32015,32015
0,488,522,2882,0,0,1,USD,0,47252,98,305,105,32016,32016
0,547,5539,948,0,69,1,USD,0,47253,5,312,0,32017,32017
0,216,7497,1409,0,0,1,USD,0,47254,97,171,0,32018,32018
0,648,2093,2000,14,0,1,USD,63,47255,75,192,0,32019,32019
0,899,1657,2700,0,0,0,USD,0,47259,147,18,0,32020,32020
0,640,8751,2976,0,0,1,USD,0,47260,30,107,0,32021,32021
0,214,2876,2569,0,0,1,USD,0,47263,41,155,0,32022,32022
0,643,781,2496,0,0,1,USD,0,47264,270,2,0,32023,32023
5010,996,5936,2650,0,0,1,USD,0,47265,535,35,0,32024,32024
0,994,8576,2584,0,0,1,USD,0,47266,215,134,0,32025,32025
0,217,2906,2947,0,0,1,USD,0,47269,30,290,0,32026,32026
0,633,1226,890,0,0,0,USD,0,47271,153,93,0,32027,32027
0,314,322,2149,0,0,0,USD,0,47273,8,100,0,32028,32028
0,867,6915,2775,0,0,1,USD,0,47274,133,221,0,32029,32029
3454,20,6832,1826,0,0,1,USD,0,47279,254,84,0,32030,32030
0,787,7490,1801,0,0,1,USD,0,47280,111,32,0,32031,32031
3947,793,3545,348,0,0,1,USD,0,47282,13,144,0,32032,32032
0,524,8878,79,0,0,1,USD,0,47283,37,245,0,32033,32033
7192,691,8933,2235,54,0,1,USD,72,47284,9,178,0,32034,32034
0,794,7023,1818,0,0,1,USD,0,47286,116,28,0,32035,32035
0,867,5085,865,0,0,1,USD,0,47287,31,133,-20,32036,32036
0,872,9626,1853,0,0,0,USD,0,47288,49,214,15,32037,32037
0,911,3271,657,0,0,0,USD,0,47290,298,1,-20,32038,32038
0,878,2754,928,0,0,1,USD,0,47292,47,266,0,32039,32039
0,28,7602,1087,0,0,1,USD,0,47293,119,113,0,32040,32040
0,282,252,2413,0,0,1,USD,0,47295,32,153,0,32041,32041
0,606,1724,2095,0,0,1,USD,0,47298,125,20,130,32042,32042
0,527,8168,891,0,0,1,USD,0,47302,55,254,0,32043,32043
0,723,7129,1514,0,0,1,USD,0,47306,12,110,0,32044,32044
0,739,5058,87,0,0,0,USD,0,47307,260,39,0,32045,32045
0,868,1271,484,0,0,0,USD,0,47309,49,148,0,32046,32046
3842,291,2601,2796,0,0,1,USD,0,47312,382,83,0,32047,32047
0,740,3952,264,0,0,1,USD,0,47314,1,112,210,32048,32048
0,26,5852,1744,0,0,0,USD,0,47316,26,150,155,32049,32049
0,562,8682,1697,0,0,0,USD,0,47319,12,129,0,32050,32050
0,138,8916,467,82,0,1,USD,56,47321,52,115,45,32051,32051
0,381,2070,358,0,0,1,USD,0,47323,159,13,0,32052,32052
0,652,6512,1748,0,0,1,USD,0,47324,77,544,0,32053,32053
0,177,8180,778,0,0,1,USD,0,47326,46,130,0,32054,32054
0,957,7018,325,0,0,1,USD,0,47328,109,16,0,32055,32055
0,673,7990,1457,12,0,1,USD,49,47330,131,88,245,32056,32056
0,247,5429,1525,0,0,1,USD,0,47331,15,191,0,32057,32057
0,423,208,1739,0,0,1,USD,0,47332,151,52,0,32058,32058
0,893,3966,657,0,0,1,USD,0,47334,18,171,0,32059,32059
0,405,7074,1571,0,48,1,USD,0,47339,0,160,0,32060,32060
0,164,289,316,0,0,1,USD,0,47342,133,12,65,32061,32061
0,329,3226,1611,0,0,1,USD,0,47343,64,172,0,32062,32062
0,585,5426,602,0,48,1,USD,0,47344,92,112,0,32063,32063
